"body","entityname","userid","username","createdAt","entityName","address","city","country","state"
"🚿🍣😴","Kozantei Ubuya","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2019-01-24 08:56:55.045+00","Kozantei Ubuya","10 Azagawa, Fujikawaguchiko","Fujikawaguchiko","Japan","Yamanashi Prefecture"
"🚘⛽","ＥＮＥＯＳ Ｄｒ．Ｄｒｉｖｅ高山花里ＳＳ （株）みの谷","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2019-01-25 07:25:23.732+00","ＥＮＥＯＳ Ｄｒ．Ｄｒｉｖｅ高山花里ＳＳ （株）みの谷","4 Chome-78 Hanasatomachi, Takayama","Takayama-shi","Japan","Gifu-ken"
"🏩🍲🥘☕👌","Kamat Upachar","MMbM4HMgQRdbhu8AHkg7R8GpXcJ2","Shruthi S","2019-01-25 07:41:52.623+00","Kamat Upachar","Yedehalli","Yedehalli","India","Karnataka"
"🎽🏆👩","Hotel New Otani Osaka","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2019-01-26 07:31:47.505+00","Hotel New Otani Osaka","1 Chome-4-１ Shiromi, Chuo Ward, Osaka","Osaka","Japan","Osaka Prefecture"
"🌨️🏨♨️🥰💋","Virgin Hotels Chicago","10155200088205955","Ranjitha Kumar","2019-01-27 00:45:57.363+00","Virgin Hotels Chicago","203 North Wabash Avenue, Chicago","Chicago","United States","Illinois"
"🏃‍♂️","Yanmar Stadium Nagai","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2019-01-27 02:58:55.423+00","Yanmar Stadium Nagai","1-１ Nagaikoen, Higashisumiyoshi Ward, Osaka","Ōsaka-shi","Japan","Ōsaka-fu"
"💤🤢","Kyoto Century Hotel","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2019-01-30 00:19:46.779+00","Kyoto Century Hotel","680 Higashishiokojicho, Shimogyo Ward, Kyoto","Kyoto","Japan","Kyoto Prefecture"
"🍜🍛🥡🥟🥢","Gasthaus Sapa","b1HtE5PetwZSYwKUmMhntRzlEij1","Felix De Montis","2019-01-31 00:03:02.117+00","Gasthaus Sapa","Lindengasse 35, Wien","Wien","Austria","Wien"
"🛬🥶🛫","Delta Sky Club McNamara Terminal Concourse A Gate 38","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2019-01-31 00:20:50.25+00","Delta Sky Club McNamara Terminal Concourse A Gate 38","McNamara Terminal A, 1 Detroit Metro Airport, Romulus","Romulus","United States","Michigan"
"🛬🚘👨‍👨‍👧‍👦","Delta Sky Club McNamara Terminal Concourse A Gate 38","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2019-01-31 02:16:28.199+00","Delta Sky Club McNamara Terminal Concourse A Gate 38","McNamara Terminal A, 1 Detroit Metro Airport, Romulus","Romulus","United States","Michigan"
"🚌➡️🛫🥶😴","Greyhound: Bus Station","108032751776815363988","Jerry Talton","2019-02-02 16:52:39.752+00","Greyhound: Bus Station","45 East University Avenue, Champaign","Champaign","United States","Illinois"
"🙃❄️🌐♨️🌴","The Spheres","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2019-02-09 16:45:40.553+00","The Spheres","2111 7th Avenue, Seattle","Seattle","United States","Washington"
"🧶🏔️🚗⚠️😱","Amazing Yarns","108032751776815363988","Jerry Talton","2019-02-10 01:02:40.759+00","Amazing Yarns","2559 Woodland Place, Emerald Hills","Emerald Hills","United States","California"
"🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🥧🐐🤤","Gordon Ramsay Pub & Grill","105856798281199967470","Sujay Khandekar","2019-02-10 22:32:11.559+00","Gordon Ramsay Pub & Grill","3570 South Las Vegas Boulevard, Las Vegas","Las Vegas","United States","Nevada"
"🌴🌳🌼🌵🏵️","Allan Gardens","0HqYkVD6BCOAI5e3sIeCaSvqFOz1","Minsuk Chang","2019-02-14 00:47:49.027+00","Allan Gardens","160 Gerrard Street East, Toronto","Toronto","Canada","Ontario"
"🇨🇳🦞👍👍👍","Hua Sang Cantonese Seafood Restaurant","0HqYkVD6BCOAI5e3sIeCaSvqFOz1","Minsuk Chang","2019-02-14 00:52:14.196+00","Hua Sang Cantonese Seafood Restaurant","43 Baldwin Street, Toronto","Toronto","Canada","Ontario"
"🦕🦖🌋⛩️🏰","Royal Ontario Museum","0HqYkVD6BCOAI5e3sIeCaSvqFOz1","Minsuk Chang","2019-02-14 01:10:16.332+00","Royal Ontario Museum","100 Queens Park, Toronto","Toronto","Canada","Ontario"
"🛣️🐃🐕🐒😍","Nagarabhavi Village","105541935333594264230","usha shree","2019-02-15 17:08:58.823+00","Nagarabhavi Village","VKRV Rao Road, Teachers Colony, Chandra Layout Extension, Bengaluru","Bengaluru","India","Karnataka"
"🇱🇧🥪🥗😍😍","Lebanon Express","0HqYkVD6BCOAI5e3sIeCaSvqFOz1","Minsuk Chang","2019-02-16 05:22:42.277+00","Lebanon Express","439 Yonge Street, Toronto","Toronto","Canada","Ontario"
"🍺🍺🍺🍺","Brew Gentlemen","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2019-02-17 23:11:58.236+00","Brew Gentlemen","512 Braddock Avenue, Braddock","Braddock","United States","Pennsylvania"
"🛬🚘","Seattle-Tacoma International Airport","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2019-02-19 01:47:34.615+00","Seattle-Tacoma International Airport","17801 International Boulevard, Seattle","SeaTac","United States","Washington"
"📸🤓👨‍⚖️👔📸","Illini Union","SSrQxcHI9oMupKuNNbkgimPwuNf1","Ken Cheng","2019-02-20 22:19:23.411+00","Illini Union","1401 West Green Street, Urbana","Urbana","United States","Illinois"
"☕🤝😎","Iron Horse Coffee","10155200088205955","Ranjitha Kumar","2019-02-22 18:25:39.025+00","Iron Horse Coffee","25 Maiden Lane, San Francisco","San Francisco","United States","California"
"📗📘📙📑📕","Barnes & Noble","10212391291791338","Jinda Han","2019-02-26 22:47:05.753+00","Barnes & Noble","65 East Marketview Drive, Champaign","Champaign","United States","Illinois"
"🍺🍔","Firehouse No.1 Gastropub","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2019-02-28 03:01:35.546+00","Firehouse No.1 Gastropub","69 North San Pedro Street, San Jose","San Jose","United States","California"
"🍣💯💯","Maneki Restaurant","10210616148458401","Devin Ho","2019-03-02 06:54:50.977+00","Maneki Restaurant","304 6th Avenue South, Seattle","Seattle","United States","Washington"
"🇻🇳🍚⚫🔴🍡","Bambū Desserts & Drinks","10210616148458401","Devin Ho","2019-03-02 06:56:29.462+00","Bambū Desserts & Drinks","512 7th Avenue South, Seattle","Seattle","United States","Washington"
"🍺🍺🍺🤪🤪","Hardwood Bar & Smokery","105856798281199967470","Sujay Khandekar","2019-03-02 07:11:02.431+00","Hardwood Bar & Smokery","680 8th Street Ste. 170, San Francisco","San Francisco","United States","California"
"🎸🎶🥁✊🤯","The Independent","105856798281199967470","Sujay Khandekar","2019-03-04 18:54:54.12+00","The Independent","628 Divisadero Street, San Francisco","San Francisco","United States","California"
"💵✅➡️🚦🎟️","U of I Community Credit Union - Five Points Branch","10155200088205955","Ranjitha Kumar","2019-03-04 19:07:47.791+00","U of I Community Credit Union - Five Points Branch","206 East University Avenue, Urbana","Urbana","United States","Illinois"
"💪👟➡️🧜‍♂️","Planet Fitness","1647801008617579","Oliver Melvin","2019-03-06 20:29:22.78+00","Planet Fitness","1809 South Philo Road, Urbana","Urbana","United States","Illinois"
"🙂🍝🥗","Noodles and Company","T5UStAwDF2ZD1fKUFsyl7EQ4Nrm2","Vaidehi Ambardekar","2019-03-06 22:42:11.476+00","Noodles and Company","528 East Green Street, Champaign","Champaign","United States","Illinois"
"👩‍👧🍲🥗🍵👍","United Club","10155200088205955","Ranjitha Kumar","2019-03-08 21:50:09.449+00","United Club","Chicago","Chicago","United States","Illinois"
"🍲🥫🥨🍵😊","United Club","106173579224565293482","Kala Shivaramaiah","2019-03-08 21:53:56.797+00","United Club","Chicago","Chicago","United States","Illinois"
"😍👟💨","Planet Fitness","1647801008617579","Oliver Melvin","2019-03-09 04:34:49.212+00","Planet Fitness","1809 South Philo Road, Urbana","Urbana","United States","Illinois"
"🍔🥗🍟☕❤️","The Rosedale Diner","0HqYkVD6BCOAI5e3sIeCaSvqFOz1","Minsuk Chang","2019-03-10 01:42:33.753+00","The Rosedale Diner","1164 Yonge Street, Toronto","Toronto","Canada","Ontario"
"🚋🛤️📈😱😮","Peak Tower","105856798281199967470","Sujay Khandekar","2019-03-10 04:37:52.347+00","Peak Tower","128 Peak Road, The Peak","","Hong Kong","Hong Kong Island"
"🦢🤤","Yat Lok Restaurant (Roast Goose)","105856798281199967470","Sujay Khandekar","2019-03-10 07:49:09.206+00","Yat Lok Restaurant (Roast Goose)","Conwell House, HK 香港島 中環 士丹利街34-38號 金禾大廈地鋪, 34-38 Stanley Street, Central","","Hong Kong","Hong Kong Island"
"🥃👃👼😇","Auchentoshan Distillery","10155200088205955","Ranjitha Kumar","2019-03-10 16:56:08.848+00","Auchentoshan Distillery","Off Great Western Road, Clydebank","","United Kingdom","Scotland"
"🥃🍺🍯🍋🙄","Auchentoshan Distillery","106173579224565293482","Kala Shivaramaiah","2019-03-10 19:14:02.057+00","Auchentoshan Distillery","Off Great Western Road, Clydebank","","United Kingdom","Scotland"
"🛬🏃‍♂️🛫","Detroit Metropolitan Wayne County Airport","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2019-03-10 20:17:55.276+00","Detroit Metropolitan Wayne County Airport","Detroit","Detroit","United States","Michigan"
"🔎🏴󠁧󠁢󠁳󠁣󠁴󠁿🐮😅🤩","Pollok Country Park","10155200088205955","Ranjitha Kumar","2019-03-11 16:20:02.889+00","Pollok Country Park","2060 Pollokshaws Road, Glasgow","","United Kingdom","Scotland"
"🚶‍♀️🏃‍♀️🔎🐮😅","Pollok Country Park","106173579224565293482","Kala Shivaramaiah","2019-03-12 08:39:45.14+00","Pollok Country Park","2060 Pollokshaws Road, Glasgow","","United Kingdom","Scotland"
"🐮🐮🤳🥰😁","Mortonhall Caravan & Camping Park","106173579224565293482","Kala Shivaramaiah","2019-03-12 22:34:23.765+00","Mortonhall Caravan & Camping Park","38 Mortonhall Gate, Frogston Road, Edinburgh","","United Kingdom","Scotland"
"🐟🦐🥔🥂🤩","White Horse Oyster & Seafood Bar","106173579224565293482","Kala Shivaramaiah","2019-03-12 22:42:48.456+00","White Horse Oyster & Seafood Bar","266 Canongate, Royal Mile, Edinburgh","","United Kingdom","Scotland"
"🍃🌄🐂🐂😊","Mortonhall Caravan & Camping Park","105541935333594264230","usha shree","2019-03-12 22:44:43.961+00","Mortonhall Caravan & Camping Park","38 Mortonhall Gate, Frogston Road, Edinburgh","","United Kingdom","Scotland"
"🦑🦐🐟🥂🌟","White Horse Oyster & Seafood Bar","105541935333594264230","usha shree","2019-03-12 22:54:50.217+00","White Horse Oyster & Seafood Bar","266 Canongate, Royal Mile, Edinburgh","","United Kingdom","Scotland"
"🛬","Seattle-Tacoma International Airport","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2019-03-13 03:26:16.554+00","Seattle-Tacoma International Airport","17801 International Boulevard, Seattle","SeaTac","United States","Washington"
"☕🥐👍","Tinderbox","10155200088205955","Ranjitha Kumar","2019-03-13 09:08:43.146+00","Tinderbox","118 Ingram Street, Glasgow","","United Kingdom","Scotland"
"🍺🍟💬","The Pour House","10155963998008817","Deniz Arsan","2019-03-14 17:29:03.437+00","The Pour House","907 Boylston Street #21, Boston","Boston","United States","Massachusetts"
"🏰🇮🇳💎👑💫","The Crown Jewels","106173579224565293482","Kala Shivaramaiah","2019-03-14 17:41:56.707+00","The Crown Jewels","Tower of London, Tower Hill, London","","United Kingdom","England"
"🏰🔵🌉😊","Tower Bridge","106173579224565293482","Kala Shivaramaiah","2019-03-14 17:46:14.625+00","Tower Bridge","Tower Bridge Road, London","","United Kingdom",""
"🏰💎🗺️🇬🇧😀","The Crown Jewels","105541935333594264230","usha shree","2019-03-14 18:05:52.292+00","The Crown Jewels","Tower of London, Tower Hill, London","","United Kingdom","England"
"🚶‍♀️🤩","As Nature Intended - Marble Arch Store","106173579224565293482","Kala Shivaramaiah","2019-03-14 18:17:54.503+00","As Nature Intended - Marble Arch Store","Marble Arch House, 36 Edgware Road, London","","United Kingdom","England"
"🎒🎨😊","Kipling London Regent Street","105541935333594264230","usha shree","2019-03-14 19:11:50.414+00","Kipling London Regent Street","205 Regent Street, London","","United Kingdom","England"
"🍗🤩🍠🍟👎","Absurd Bird","106173579224565293482","Kala Shivaramaiah","2019-03-14 21:37:57.046+00","Absurd Bird","25 Peter Street, London","","United Kingdom","England"
"🏛️🚶‍♀️😊","Houses of Parliament","106173579224565293482","Kala Shivaramaiah","2019-03-15 20:42:29.894+00","Houses of Parliament","Bridge Street, London","","United Kingdom","England"
"🦢🦆🦉🕊️🤩","St James's Park","106173579224565293482","Kala Shivaramaiah","2019-03-15 20:59:42.62+00","St James's Park","London","","United Kingdom","England"
"🌸🦆📷🌟","St James's Park","105541935333594264230","usha shree","2019-03-15 21:00:49.414+00","St James's Park","London","","United Kingdom","England"
"🗨️🍵❤️❤️❤️","The Alley","0HqYkVD6BCOAI5e3sIeCaSvqFOz1","Minsuk Chang","2019-03-16 20:25:07.386+00","The Alley","5 Saint Joseph Street, Toronto","Toronto","Canada","Ontario"
"🐔🐔🍾🥂😋","Whyte & Brown","10155200088205955","Ranjitha Kumar","2019-03-16 21:58:30.626+00","Whyte & Brown","Kingly Court, Carnaby Street, London","London","United Kingdom",""
"🌺🌸🌷🌴🤩","Royal Botanic Gardens, Kew","106173579224565293482","Kala Shivaramaiah","2019-03-16 22:59:33.632+00","Royal Botanic Gardens, Kew","Richmond","","United Kingdom","England"
"🌸🌷🍃🤩😍","Royal Botanic Gardens, Kew","105541935333594264230","usha shree","2019-03-16 23:07:44.625+00","Royal Botanic Gardens, Kew","Richmond","","United Kingdom","England"
"🌷🌴🌼💐😁","Temperate House","106173579224565293482","Kala Shivaramaiah","2019-03-16 23:09:40.271+00","Temperate House","Kew Road, Richmond","","United Kingdom","England"
"🌴🌺🌞🌡️🥵","Palm House","106173579224565293482","Kala Shivaramaiah","2019-03-16 23:10:55.63+00","Palm House","Royal Botanic Gardens, Richmond","","United Kingdom","England"
"🚿🌡️🌴🌴🌴","Palm House","105541935333594264230","usha shree","2019-03-16 23:12:31.686+00","Palm House","Royal Botanic Gardens, Richmond","","United Kingdom","England"
"🐓🐓🐓🐓😂","Whyte & Brown","106173579224565293482","Kala Shivaramaiah","2019-03-16 23:15:10.27+00","Whyte & Brown","Kingly Court, Carnaby Street, London","London","United Kingdom",""
"🦀🌶️🥬🥂🤤","CLAW Carnaby","10155200088205955","Ranjitha Kumar","2019-03-16 23:23:36.673+00","CLAW Carnaby","21 Kingly Street, London","","United Kingdom","England"
"👌🧵➡️👗🧥","Misan Fabric","106173579224565293482","Kala Shivaramaiah","2019-03-16 23:51:41.583+00","Misan Fabric","4 Berwick Street, London","","United Kingdom","England"
"🦞🍣🐷👎","CLAW Carnaby","106173579224565293482","Kala Shivaramaiah","2019-03-16 23:59:23.797+00","CLAW Carnaby","21 Kingly Street, London","","United Kingdom","England"
"🍤🌮🥥🍍🍹","Restaurant Río Grande","904147553087729","Charis Ryu","2019-03-17 12:28:25.624+00","Restaurant Río Grande","Avenida México 1175, 5 de Diciembre, Puerto Vallarta","Puerto Vallarta","Mexico","Jalisco"
"🦀🥂🤩","CLAW Carnaby","105541935333594264230","usha shree","2019-03-17 22:27:50.931+00","CLAW Carnaby","21 Kingly Street, London","","United Kingdom","England"
"🍕🌶️🥂😋","Sebastian's","10155200088205955","Ranjitha Kumar","2019-03-17 23:10:49.906+00","Sebastian's","Unit 3, 2 Goswell Hill, Windsor","","United Kingdom","England"
"🍆🍕🍾🍮😍","Sebastian's","105541935333594264230","usha shree","2019-03-17 23:24:03.21+00","Sebastian's","Unit 3, 2 Goswell Hill, Windsor","","United Kingdom","England"
"🍫🍰🍦😋","Sebastian's","106173579224565293482","Kala Shivaramaiah","2019-03-18 00:00:45.645+00","Sebastian's","Unit 3, 2 Goswell Hill, Windsor","","United Kingdom","England"
"🍺💤","Hilton Virginia Beach Oceanfront","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2019-03-18 01:12:35.193+00","Hilton Virginia Beach Oceanfront","3001 Atlantic Avenue, Virginia Beach","Virginia Beach","United States","Virginia"
"🏰👸🏼🛡️⚔️🤩","Windsor Castle","10155200088205955","Ranjitha Kumar","2019-03-18 01:52:16.573+00","Windsor Castle","","","United Kingdom","England"
"⛅🍞🍓🍌🥛","La Tradicional - Cocina de Mar","904147553087729","Charis Ryu","2019-03-18 03:33:38.193+00","La Tradicional - Cocina de Mar","Avenida México 1243, 5 de Diciembre, Puerto Vallarta","Puerto Vallarta","Mexico","Jalisco"
"🔥🐙🥑🍻🆗","Mariscos 8 Tostadas Estadio","904147553087729","Charis Ryu","2019-03-18 03:39:36.763+00","Mariscos 8 Tostadas Estadio","Río Guayaquil 413, Lázaro Cárdenas, Puerto Vallarta","Puerto Vallarta","Mexico","Jalisco"
"🍦😋🧹","Melt Ice Cream","10155963998008817","Deniz Arsan","2019-03-18 20:46:42.769+00","Melt Ice Cream","60 Washington Street, Salem","Salem","United States","Massachusetts"
"🧙‍♀️🧙‍♂️🎃","Salem","gQll82lAPnOnvLSMG3wLY5XgyYp1","Ahu Yolac","2019-03-18 20:48:30.424+00","Salem","Salem","Salem","United States","Massachusetts"
"🍲😋🍲","International Plaza Shopping Center","lKlAPrXbDFdxA6H20byRG73mzbg2","Henry Woo","2019-03-18 22:52:38.928+00","International Plaza Shopping Center","665 Pasquinelli Drive, Westmont","Westmont","United States","Illinois"
"🍜🍛😐","Fresh International Market","1650100045046979","Jasmine Yen-Ching Shih","2019-03-19 02:01:53.965+00","Fresh International Market","505 South Neil Street, Champaign","Champaign","United States","Illinois"
"😋😋😋","Maggiano's Little Italy","GbpC8mUGRWTnymKlq9OJOuJGa902","Aspen Tng","2019-03-24 18:04:48.412+00","Maggiano's Little Italy","4999 Old Orchard Shopping Ctr Space #A28, Skokie","Skokie","United States","Illinois"
"🚂💭ℹ️","White Street Mid-Block (South Side)","hClDeX9AjpPzbamA7x7kIERP5Gu1","Aravind Sagar","2019-03-25 02:26:22.871+00","White Street Mid-Block (South Side)","United States","Champaign","United States","Illinois"
"👥💻👥💻👥","Illini Union","qKSVykMsNtPtEshtwLbOLYylXeJ3","Julia Megan Sullivan","2019-04-01 22:43:50.103+00","Illini Union","1401 West Green Street, Urbana","Urbana","United States","Illinois"
"😄😎☺️","Lao Sze Chuan Chinese Restaurant and Bar","ZCmoWZZyrKNfr51vH1smwGTd54H2","Michael Zhang","2019-04-02 17:17:46.45+00","Lao Sze Chuan Chinese Restaurant and Bar","608 East University Avenue #105, Champaign","Champaign","United States","Illinois"
"🍜❤️","Sansotei Ramen","0HqYkVD6BCOAI5e3sIeCaSvqFOz1","Minsuk Chang","2019-04-09 14:23:28.166+00","Sansotei Ramen","650 Yonge Street, Toronto","Toronto","Canada","Ontario"
"🍺🍔","San Pedro Square Market Building","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2019-04-12 02:18:47.933+00","San Pedro Square Market Building","San Jose","San Jose","United States","California"
"🦐🥟❤️","Rol San Restaurant","0HqYkVD6BCOAI5e3sIeCaSvqFOz1","Minsuk Chang","2019-04-13 20:39:41.825+00","Rol San Restaurant","323 Spadina Avenue, Toronto","Toronto","Canada","Ontario"
"👍👍👍👍👍","Kensington Market","0HqYkVD6BCOAI5e3sIeCaSvqFOz1","Minsuk Chang","2019-04-13 20:40:21.993+00","Kensington Market","Old Toronto","Toronto","Canada","Ontario"
"☕😎🌞","Caffe Bene","lKlAPrXbDFdxA6H20byRG73mzbg2","Henry Woo","2019-04-17 21:04:48.595+00","Caffe Bene","524 East Green Street, Champaign","Champaign","United States","Illinois"
"👍🍻","Paradise Park","878293195646842","Joe Higgs","2019-04-21 21:10:40.434+00","Paradise Park","1913 West North Avenue, Chicago","Chicago","United States","Illinois"
"🎉","스타벅스 종암점","eyiitgJDR2bRv8CAcMsKTuFq7hj2","Chang Shin","2019-04-23 02:24:57.72+00","스타벅스 종암점","122 Jongam-ro, Seongbuk-gu","","South Korea","Seoul"
"🙂📔📗📘📙","Illini Union","rUajRYY99ddR5GFKMkWOdw7LAKD3","Vivek Bhookya","2019-04-25 22:22:22.033+00","Illini Union","1401 West Green Street, Urbana","Urbana","United States","Illinois"
"🎥📽️🎦4️⃣🤔","GQT Savoy 16 IMAX","1861632643850423","Jason Situ","2019-04-26 16:32:44.819+00","GQT Savoy 16 IMAX","232 W Burwash Avenue, Savoy","Savoy","United States","Illinois"
"🛬🚘","Eugene Airport","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2019-04-26 20:41:43.385+00","Eugene Airport","28801 Douglas Drive, Eugene","Eugene","United States","Oregon"
"🌉🛫🛬🏖️","San Diego International Airport","105856798281199967470","Sujay Khandekar","2019-04-27 16:45:30.24+00","San Diego International Airport","3225 North Harbor Drive, San Diego","San Diego","United States","California"
"🚗⭐⭐👍👍","The Ledbury","10155200088205955","Ranjitha Kumar","2019-05-06 02:54:38.064+00","The Ledbury","127 Ledbury Road, London","","United Kingdom","England"
"🦢⚫🦢🦆😍","St James's Park","10155200088205955","Ranjitha Kumar","2019-05-06 17:59:28.3+00","St James's Park","London","","United Kingdom","England"
"🍺🍻🔥🔥🔥","Hardwood Bar & Smokery","105856798281199967470","Sujay Khandekar","2019-05-08 04:46:55.469+00","Hardwood Bar & Smokery","680 8th Street Ste. 170, San Francisco","San Francisco","United States","California"
"🍺🍻🥃😂😂","Hardwood Bar & Smokery","105856798281199967470","Sujay Khandekar","2019-05-08 04:51:02.964+00","Hardwood Bar & Smokery","680 8th Street Ste. 170, San Francisco","San Francisco","United States","California"
"🍽️🍷🍄🇬🇧🤑","The Ledbury","108032751776815363988","Jerry Talton","2019-05-08 14:23:04.699+00","The Ledbury","127 Ledbury Road, London","","United Kingdom","England"
"☕🥪♨️😋","The Granary","10155200088205955","Ranjitha Kumar","2019-05-10 12:04:32.431+00","The Granary","Somerled Square, Portree","","United Kingdom",""
"🧙🏻‍♂️🗿😎","The Storr","10155200088205955","Ranjitha Kumar","2019-05-10 23:12:07.124+00","The Storr","","","United Kingdom","Scotland"
"🐚🦐🦀🦞🤤","Ondine","10155200088205955","Ranjitha Kumar","2019-05-11 20:27:58.013+00","Ondine","2 George IV Bridge, Edinburgh","","United Kingdom","Scotland"
"🏰👀🛏️🧙‍♂️😍","The Balmoral, Edinburgh","108032751776815363988","Jerry Talton","2019-05-12 17:48:15.305+00","The Balmoral, Edinburgh","1 Princes Street, Edinburgh","","United Kingdom","Scotland"
"🦉😱🐦🐦😂","SummerWinds Nursery","106173579224565293482","Kala Shivaramaiah","2019-05-16 18:02:01.7+00","SummerWinds Nursery","1491 South De Anza Boulevard, Cupertino","Cupertino","United States","California"
"👩‍👧🍣🍜🍄😋","Taro San Japanese Noodle Bar","106173579224565293482","Kala Shivaramaiah","2019-05-18 22:35:11.35+00","Taro San Japanese Noodle Bar","717 Stanford Shopping Center, Palo Alto","Palo Alto","United States","California"
"🏃‍♂️🏃‍♂️🌲🍃😤","Lexington","105856798281199967470","Sujay Khandekar","2019-05-18 23:08:03.717+00","Lexington","Lexington","Lexington","United States","Massachusetts"
"😋🍜☔","Bodo Lucky Japanese Restaurant","oCO1XnwTPub9pAXnMwOpAwQq65m1","Aayushi Gupta","2019-05-19 02:19:46.5+00","Bodo Lucky Japanese Restaurant","46260 Warm Springs Boulevard, Fremont","Fremont","United States","California"
"👩👧🛍️💳🥰","Market Place Shopping Center","10211909841598672","Cynthia J Coleman","2019-05-19 17:54:30.431+00","Market Place Shopping Center","2000 North Neil Street, Champaign","Champaign","United States","Illinois"
"🏺🖼️🎨😮","The Institute of Contemporary Art","105856798281199967470","Sujay Khandekar","2019-05-19 19:55:14.034+00","The Institute of Contemporary Art","25 Harbor Shore Drive, Boston","Boston","United States","Massachusetts"
"🌊🌳🚶‍♀️😎","Centennial Park","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2019-05-19 21:26:54.118+00","Centennial Park","2711 Alaskan Way, Seattle","Seattle","United States","Washington"
"🚲😅😥😓😰","Lexington","105856798281199967470","Sujay Khandekar","2019-05-20 00:02:43.988+00","Lexington","Lexington","Lexington","United States","Massachusetts"
"💕🥛🍵☺️","Tisane","oCO1XnwTPub9pAXnMwOpAwQq65m1","Aayushi Gupta","2019-05-20 05:52:18.258+00","Tisane","2980 Capitol Expressway #50, San Jose","San Jose","United States","California"
"🇮🇹🍝🐟🧀😍","Lupa","105856798281199967470","Sujay Khandekar","2019-05-21 03:04:57.022+00","Lupa","170 Thompson Street, New York","New York","United States","New York"
"🍣🍜🤤","Taro San Japanese Noodle Bar","10155200088205955","Ranjitha Kumar","2019-05-21 18:56:02.943+00","Taro San Japanese Noodle Bar","717 Stanford Shopping Center, Palo Alto","Palo Alto","United States","California"
"☕🔊😠","Gregorys Coffee","105856798281199967470","Sujay Khandekar","2019-05-21 19:18:18.47+00","Gregorys Coffee","58 West 44th Street, New York","New York","United States","New York"
"☀️🏞️🏙️😎","Bryant Park","105856798281199967470","Sujay Khandekar","2019-05-21 20:58:54.322+00","Bryant Park","New York","New York","United States","New York"
"💅✨💯","Retreat Salon","10155200088205955","Ranjitha Kumar","2019-05-21 22:12:54.543+00","Retreat Salon","2072 Broadway, Redwood City","Redwood City","United States","California"
"🥂🤪🤠","Tavern On the Green","R7SnIqacQcd3YXv8Q0ekZAVjxcF2","Natasha Cox","2019-05-22 03:34:55.142+00","Tavern On the Green","Central Park, West 67th Street, New York","New York","United States","New York"
"👫🍓🥪☕😍","United Polaris Lounge","106173579224565293482","Kala Shivaramaiah","2019-05-22 16:57:28.281+00","United Polaris Lounge","Terminal 3, San Francisco International Airport, San Francisco","San Francisco","United States","California"
"🥐🍾☕👍","United Polaris Lounge","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","Sampath Kumar","2019-05-22 17:34:37.267+00","United Polaris Lounge","Terminal 3, San Francisco International Airport, San Francisco","San Francisco","United States","California"
"⏳⌛🤨","Menlo Medical Clinic in Menlo Park - 321 Middlefield","10155200088205955","Ranjitha Kumar","2019-05-22 22:16:04.311+00","Menlo Medical Clinic in Menlo Park - 321 Middlefield","321 Middlefield Road, Menlo Park","Menlo Park","United States","California"
"🚅🛤️👍","Paddington Station","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2019-05-23 23:41:38.412+00","Paddington Station","Praed Street, London","","United Kingdom","England"
"🤴👸🏞️🏰☺️","Leeds Castle","106173579224565293482","Kala Shivaramaiah","2019-05-24 10:59:00.231+00","Leeds Castle","Maidstone","Broomfield","United Kingdom","England"
"🌶️🍄🥔🍕😍","Chapter","106173579224565293482","Kala Shivaramaiah","2019-05-24 14:47:54.285+00","Chapter","11-12 Burgate, Canterbury","","United Kingdom","England"
"🍜⬇️💰👍😋","Marugame Seimen","1898612533778623","Lindsay Huang","2019-05-24 17:16:08.579+00","Marugame Seimen","京王品川ビル２Ｆ, 2 Chome-17−１ Konan, 品川区","Minato City","Japan","Tōkyō-to"
"😴🛌💤🏊‍♂️🏋️‍♂️","Sage at Cupertino","10212391291791338","Jinda Han","2019-05-26 05:21:55.654+00","Sage at Cupertino","175 Calvert Drive, Cupertino","Cupertino","United States","California"
